Number,Short Description,AI Generated Category,Confidence Score
"IM1099140","No access to Spekit","Access Authentication Failure","85"
"null","null","null","null"
"null","null","null","null"
"IM1099181","SPIN Access logged","Access Authentication Failure","90"
"IM1099241","unable to access salesforce on both browers","Access Authentication Failure","95"
"null","null","null","null"
"null","null","null","null"
"IM1099385","Unable to access Live Person","Application Function Issue","75"
"IM1138429","Teams - Unable to send the Messages to the Team chat.","Application Function Issue","90"
"null","null","null","null"
"null","null","null","null"
"IM1099460","Requesting access to Tribaloo Plug-in to reserve rooms in the Houston Office","Access Grant Request","95"
"IM1099488","User not able to access any application like coporate issue, But user not able to access any apps.","Application Function Issue","85"
"null","null","null","null"
"null","null","null","null"
"IM1143451","Teams : unable to change the time","Application Function Issue","80"
"IM1099725","New Case won't open. Also, Chrome, it says Chrome can't be accessed.","Service/Process Failure","75"
"null","null","null","null"
"null","null","null","null"
"IM1094897","Teams' conversation","Application Function Issue","80"
"IM1099813","SPIN - Unable to access providers located in Thailand","Access Authentication Failure","75"
"null","null","null","null"
"null","null","null","null"
"IM1072813","Teams issues","Application Function Issue","90"
"IM1099913","I can't access to this website where I can click and log onto the NICE phone through Microsoft Edge ","Application Function Issue","85"
"null","null","null","null"
"null","null","null","null"
"IM1121536","Teams not working fine inside machine","Access Authentication Failure","70"
"IM1100090","No access to Client__c column for Benefit__c object in salesforce UAT for export user.","null","null"
"null","null","null","null"
"null","null","null","null"
"IM1100350","LiveEngage access request","Access Grant Request","95"
"null","null","null","null"
"IM1100401","Unable to access Eightfold","Access Authentication Failure","90"
"IM1100411","REQ0751257/RITM0780220 - NewCase Access","Access Grant Request","95"
"null","null","null","null"
"null","null","null","null"
"IM1100441","DL - Unable to add new members and remove old one as Active Directory cannot be found on laptop","Application Function Issue","85"
"IM1100518","unable to access Hydra","Access Authentication Failure","90"
"null","null","null","null"
"null","null","null","null"
"IM1100570","OKTA- Unable to access- Session expired","Access Authentication Failure","90"
"IM1100716","Requested for service catalog to grant access to the server TCP -443","Access Grant Request","95"
"null","null","null","null"
"null","null","null","null"
"IM1058097","The 'Agent' system that we are using is now logging agents off when they have been on break or lunch","Application Function Issue","85"
"IM1057838","The amount in the other accrual template in Cognos is not reflecting accurately.","Application Function Issue","80"
"null","null","null","null"
"null","null","null","null"
"IM1100975","General assistance with logging ticket for network drive access","Access Authentication Failure","70"
"IM1101196","Sharepoint and okta access","Access Authentication Failure","60"
"null","null","null","null"
"null","null","null","null"
"IM1066777","The CRM system in the Shanghai office is once again unable to connect to the telephone system, with ","Service/Process Failure","90"
"IM1101243","Fwd: Mel Allen contract - account disabled","Access Authentication Failure","80"
"null","null","null","null"
"null","null","null","null"
"IM1101423","I am unable to log on to Citrix to access TRICARE VDI","Access Authentication Failure","90"
"IM1101429","Unable to access LON newcase","Application Function Issue","70"
"null","null","null","null"
"null","null","null","null"
"IM1158346","The 'Document review' feature is non responsive for Conus contractor referral for over a month now.","Application Function Issue","85"
"IM1067113","The field to verify a cc it comes up as Failed and the card info is the J.P. Morgan Reserve Visa car","Security Violation","60"
"null","null","null","null"
"null","null","null","null"
"IM1101273","The final confirmation status does not update, even  I click the "Eligibility" button.","Application Function Issue","90"
"IM1101452","Unable to access locations inside Spin","Application Function Issue","85"
"null","null","null","null"
"null","null","null","null"
"IM1101640","Remote Desktop : User was not able to access Remote Desktop","Application Function Issue","80"
"IM1101740","Unable to access docusign","Application Function Issue","75"
"null","null","null","null"
"null","null","null","null"
"IM1101844","Cannot access incident script","Application Function Issue","70"
"IM1100147","The journals which is posted is missing in workflow for the entity ISY","Application Function Issue","65"
"null","null","null","null"
"null","null","null","null"
"IM1101983","I cannot access to 360 Learning","Application Function Issue","90"
"IM1112113","The Live Engage STG and training chat number not working","Application Function Issue","90"
"null","null","null","null"
"null","null","null","null"
"IM1076393","The page for booking hotels (www.sevenrooms.com/reservations/centurionhaus) fails to pop up the page","Application Function Issue","90"
"IM1102103","User getting Endpoint FW/AV Error while accessing Zscaler","Security Violation","80"
"null","null","null","null"
"IM1082829","The page for booking hotels (www.sevenrooms.com/reservations/centurionhaus) fails to pop up the page","Application Function Issue","90"
"null","null","null","null"
"IM1105373","The page for booking hotels (www.sevenrooms.com/reservations/centurionhaus) fails to pop up the page","Application Function Issue","95"
"null","null","null","null"
"null","null","null","null"
"IM1133637","The people I speak with hear echo/their own voices.","Hardware","85"
"IM1102264","laptop: User not able access the okta SharePoint on chrome browser.","Access Authentication Failure","80"
"null","null","null","null"
"null","null","null","null"
"IM1056058","The provider change fucntion is not working","Application Function Issue","90"
"IM1102375","unable to access document from XODO PDF Reader","Application Function Issue","85"
"null","null","null","null"
"IM1102388","I do not have acces to Google chrome which is used to access CX1 phone system- You can't get there f","Access Authentication Failure","85"
"null","null","null","null"
"IM1056374","The report from the "huanxin" website cannot be downloaded.","Application Function Issue","90"
"null","null","null","null"
"IM1102400","Unable to Access the MYHR Application and not able to access the OKTA .","Access Authentication Failure","80"
"null","null","null","null"
"IM1131360","The Startel line isn't working +244 227 200 314","Network","75"
"null","null","null","null"
"IM1103000","We have a staff member that does not have an account set up with MyC the medical charting program we","Employee Onboarding","80"
"null","null","null","null"
"IM1138172","The task bar showed IT ticket should be raised under case 05628566","Service/Process Failure","70"
"null","null","null","null"
"IM1103151","User unable to configure the OKTA Application to access the RAMCO Portal","Application Function Issue","90"
"null","null","null","null"
"IM1112104","The task which attached to this form instructed me to raise an IT ticket. Please review case#5522056","Service/Process Failure","70"
"null","null","null","null"
"IM1132786","The video player on the website is not playing videos properly.","Application Function Issue","95"
"null","null","null","null"
"IM1087847","The website is not generating certificate for client IPSEN HQ -  Program Number : 15ACTA000002","Application Function Issue","85"
"null","null","null","null"
"null","null","null","null"
"IM1103464","the whats app is not opening","Application Function Issue","90"
"IM1080846","The Xerox printer at the reception has been out of service since this morning","Hardware","95"
"null","null","null","null"
"null","null","null","null"
"IM1153190","There are agents available","Service/Process Failure","80"
"IM1120683","There is no data in the reporting file when downloading the report "R1_Report on Consultation"","Application Function Issue","85"
"null","null","null","null"
"IM1063867","There is no Sickleave Certificate in Medical Case Menu but show in Clinical Summary","Application Function Issue","80"
"null","null","null","null"
"IM1103387","Salesforce access request","Access Grant Request","95"
"null","null","null","null"
"IM1103491","no access to Concur","Access Authentication Failure","90"
"null","null","null","null"
"IM1132466","This is a General Issue that is affecting more than one agent at during interactions.","Service/Process Failure","75"
