Number,Short Description,AI Generated Category,Confidence Score
"INC4006318","Oracle & Zscaler not connecting in Home network","Network","80"
"INC4005984","Headphone speaker not working","Hardware","95"
"INC4005883","Unable to turn off laptop - Automatically restarting","Hardware","90"
"INC4005607","Headphones Audio Issue","Hardware","85"
"INC4005369","faulty Teams audio issue when using head set","Hardware","80"
"INC4005359","Need to add Printer","Hardware","95"
"INC4005340","User  need to send a video of the duct cleaning to the Client via CEMAR. This is the official commun","Application Function Issue","70"
"INC4005325","Laptop Issue","Hardware","75"
"INC4005133","I need to do MFA again","Access Authentication Failure","85"
"INC4005125","I need to do MFA again","Access Authentication Failure","85"
"INC4005116","Battery drain Fastly. If i showdown the laptop with full charge next day while opening there is no c","Hardware","75"
"INC4005109","Not able to Download the actual report Buhl from SAP BI for Project (688711)","Application Function Issue","90"
"INC4004994","Web camera not working","Hardware","95"
"INC4004931","Windows  update is requesting for password","Password Reset","80"
"INC4004923","autocad working very slow","Application Function Issue","85"
"INC4004832","Employee timesheets being auto rejected - Gustavo Ribeiro","Application Function Issue","90"
"INC4004825","Certain emails dont reach my mailbox","Application Function Issue","85"
"INC4004796","BitLocker and system password issue.","Security Violation","80"
"INC4004313","CSI Safe for US region","Service/Process Failure","75"
"INC4004247","Zscaler - Connection Error","Network","95"
"INC4004227","MFA Re-Setup","Password Reset","95"
"INC4003967","Oracle Time Sheet","Application Function Issue","70"
"INC4003704","Couldn't access the JAVA Launcher even after installing it from Software center","Application Function Issue","85"
"INC4003672","Laptop is not shutting down. It gets restarted even when I shut Down.","Hardware","95"
"INC4003618","Repeat pop up","Application Function Issue","85"
"INC4003591","Mouse is not working","Hardware","95"
"INC4003584","USB-C Ports not working","Hardware","95"
"INC4003530","When accessing the Sysmon portal via my INS account, I encounter a Bad Request error from SLI office","Service/Process Failure","80"
"INC4003501","I need to configure my pc with new site office printer","Access Grant Request","75"
"INC4003483","Need to configure my laptop with new printer Canon Generic Plus UFR II","Hardware","95"
"INC4003481","Need not Print","Hardware","90"
"INC4003477","Hi, I need to configure my pc with new printer at site; to install the driver we need your assistanc","Hardware","95"
"INC4003453","Mouse button on the laptop is missing","Hardware","95"
"INC4003450","headset not working properly","Hardware","90"
"INC4003446","laptop is not shutdown properly","Hardware","90"
"INC4003443","After the system update, laptop does not shut down properly. When shut down, it automatically restar","Hardware","90"
"INC4003357","Laptop shutdown issues","Hardware","80"
"INC4003122","Share point is not syn with shortcut","Application Function Issue","70"
"INC4002877","Need access for JAVA Launcher","Access Grant Request","60"
"INC4002665","Mobile Device-Not working","Node/Device Down","85"
"INC4002662","Issue with account lockout","Access Authentication Failure","95"
"INC4002641","While trying to shutdown the system, the system goes off and restarts automatically","Node/Device Down","85"
"INC4002638","Need headset and charger","Hardware","80"
"INC4002626","Need recovery Key","Application Function Issue","75"
"INC4002469","Please set up Efe Okur as a approver Oracle ( hours)  for Stefan Blank due to his holidays. Please a","Access Grant Request","90"
"INC4002406","My templafy is not working anymore.","Application Function Issue","80"
"INC4002282","Cant access ACCPAC account","Access Authentication Failure","70"
"INC4002277","Accpac Issue","Application Function Issue","65"
"INC4002251","Tekla structures licens","Application Function Issue","80"
"INC4002070","CDEGS License Issue","Access Authentication Failure","70"
"INC4001962","my local printer not printing","Hardware","90"
"INC4001954","I hardly manage chat , after windows update it i over heat fan is running 24hrs and team stopping , ","Service/Process Failure","85"
"INC4001675","Increase sleep time","Password Reset","60"
"INC4001527","Kofax MarkView 10.2 LOGIN","Application Function Issue","75"
"INC4001148","Onedrive Synch In problem for my laptop and please request to rectify","Service/Process Failure","80"
"INC4001145","zscaler testing - need to turn off to test primtech","Hardware","80"
"INC4001084","battery drainage issues and automatic restart","Hardware","80"
"INC4000963","Software issue (Shutdoun)","Application Function Issue","70"
"INC4000958","Software issue (Shutdown)","Application Function Issue","70"
"INC4000901","Change the approver's name in PO 20239 for the invoice 250198.","Access Grant Request","60"
"INC4000897","Mathcad","Application Function Issue","50"
"INC4000876","Sharepoint sync issue","Network","60"
"INC4000868","Need to add plotter in my device","Hardware","80"
"INC4000830","Work apps not able to access in phone","Access Authentication Failure","85"
"INC4000819","Sharepoint integration with Onedrive","Application Function Issue","90"
"INC4000797","Install JAVA","Application Function Issue","80"
"INC4000394","My Linxon Hubs 200 external events folder is not syncing to my files, will not allow me to save.","Service/Process Failure","95"
"INC4000356","Type C portal having an issue","Application Function Issue","75"
"INC4000324","New Cost Center Not Showing Up","Application Function Issue","85"
"INC4000315","Not able to schedule Team Call from calendar","Application Function Issue","80"
"INC4000259","SLI DE Procurement in Oracle","Application Function Issue","80"
"INC4000258","SAP ariba access","Access Authentication Failure","70"
"INC4000050","I got Teams premium installed, and now I need to add poll function to a previously created town hall","Application Function Issue","90"
"INC4000022","Any AI platforms or sources are provided access for business? If so please let me know the sources w","Access Authentication Failure","60"
"INC3999859","google Chrome","Hardware","95"
"INC3999846","One drive isnt syncing","Application Function Issue","85"
"INC3999825","USB-C TYPE is not working","Hardware","95"
"INC3999741","Need Printer Access - INBAN2","Access Grant Request","95"
"INC3999732","OneERP Oracle EBS (Prod)","Application Function Issue","85"
"INC3999687","One drive sync issue","Network","80"
"INC3999591","Unable to activate PSS/E License","Access Authentication Failure","75"
"INC3999519","Problems with connecting my dockingstation to the computer","Hardware","90"
"INC3999496","Zscaler Not getting connected in Private Network, so that i cant able to login to Oracle while in WF","Network","70"
"INC3999485","Monitor flickering","Hardware","95"
"INC3999476","One drive access issue","Network","85"
"INC3999433","My word & Excel are in arabic, cant change","Application Function Issue","90"
"INC3999368","I'm unable to connect Zscaler","Network","75"
"INC3999066","Install Bluebeam RENU on desktop","Hardware","80"
"INC3999016","Regarding REQ2171559, the installed PSSE software license is not activated","Service/Process Failure","85"
"INC3998914","computer doesn't connect to the network PRINTERS to the office Raleigh, and my sharepoint is not syn","Network","70"
"INC3998769","I cannot get into my work phone","Password Reset","80"
"INC3998641","Lost some data in onedrive.","Application Function Issue","90"
"INC3998627","I'm not able to receive any mail from particular group mail ID suddenly","Network","70"
"INC3998612","Sudden Blackout of the screen & blueness specially when open Microsoft edge","Hardware","85"
"INC3998458","laptop isnt turning off","Application Function Issue","95"
"INC3998427","Zscaler login not working","Access Authentication Failure","90"
"INC3998409","OneDrive is currently not syncing data properly","Application Function Issue","95"
"INC3998392","Need a common email id for Linxon global T&E Team","Hardware","90"
"INC3998236","Copilot not working","Application Function Issue","85"
"INC3998220","OneDrive is not syncing properly, unable to access files in OneDrive","Application Function Issue","80"
"INC3998207","Mouse and Headphone is not working","Hardware","95"
"INC3998179","Mail linked to HR Group - receiving mails not related","Access Grant Request","75"
"INC3998146","Laptop cannot be able to shutdown","Service/Process Failure","70"
"INC3998132","if shutdown the laptop and again restart","Service/Process Failure","65"
"INC3998093","When I've tried to update services, it has not completed.","Service/Process Failure","85"
"INC3998054","I would like to install printer driver to my laptop","Application Function Issue","90"
"INC3998029","Whenever i opened autocad 2024, my PC hangs and restarts automatically after 10-15 sec, i faced this","Hardware","80"
"INC3997924","Unable to log in on any laptop. CHANJ59","Access Authentication Failure","95"
